,range_of_agi,num_of_returns,agi,taxable_pen_ann_amount,real_estate_tax_amount,pers_prop_tax_amount,net_invsmnt_inc_tax_amount,total_all_a_cols,total_chosen_a_cols,affluence,zipcode
9840,21,13520,1523011,51171,29466,392,6210,7052650,1610250,119.10133136094674,33180
9841,21,8720,516559,15634,8830,182,1329,2213959,542534,62.21720183486239,33181
9842,21,7070,380502,11735,6722,442,130,1553499,399531,56.51074964639321,33182
9843,21,18650,820700,35114,10155,739,243,3234625,866951,46.485308310991954,33183
9844,21,11110,459734,15817,6194,563,125,1812196,482433,43.42331233123312,33184
9845,21,13130,758818,22708,16233,710,143,3162950,798612,60.82345773038843,33185
9846,21,33560,1775716,76703,25837,1388,564,7133693,1880208,56.02526817640047,33186
9847,21,8870,463490,21928,8750,408,162,1892448,494738,55.776550169109356,33187
9848,21,12000,511302,25462,6616,526,48,1994590,543954,45.3295,33189
9849,21,6570,280408,8904,5114,273,0,1104531,294699,44.855251141552515,33190
9850,21,23910,941392,26479,12467,1162,73,3676997,981573,41.052823086574655,33193
9851,21,2770,148776,3300,3538,135,0,619582,155749,56.22707581227437,33194
9852,21,23680,1183881,43759,20600,1156,185,4784893,1249581,52.769467905405406,33196
9853,21,8600,2267440,36527,39501,272,9998,11481808,2353738,273.6904651162791,33301
9854,21,9880,1151551,40037,17987,222,2942,5288829,1212739,122.74686234817814,33304
9855,21,6290,839428,34573,15363,177,2806,3839760,892347,141.86756756756756,33305
9856,21,1980,208328,10298,5666,38,481,958692,224811,113.5409090909091,33306
9857,21,15310,2157003,124382,48837,447,9586,10018366,2340255,152.8579359895493,33308
9858,21,19530,777509,38208,8490,561,315,2994793,825083,42.24695340501792,33309
9859,21,32830,936657,63833,6556,830,167,3439751,1008043,30.70493451111788,33311
9860,21,24590,1252246,53036,17079,650,1424,5134478,1324435,53.86071573810492,33312
9861,21,29150,810335,39780,4953,1067,35,2960068,856170,29.371183533447685,33313
9862,21,11790,525729,17960,4878,303,353,2039914,549223,46.58379983036472,33314
9863,21,6570,417033,18554,6254,253,368,1733054,442462,67.34581430745814,33315
9864,21,6130,1211766,29793,29509,211,8875,6055279,1280154,208.8342577487765,33316
9865,21,17860,1054543,65356,16789,731,663,4332549,1138082,63.722396416573346,33317
9866,21,24480,901784,64590,11795,962,154,3431844,979285,40.00347222222222,33319
9867,21,25330,1090190,97106,15140,836,160,4121326,1203432,47.51014607185156,33321
9868,21,19960,1035678,82960,14485,748,331,4069628,1134202,56.82374749498998,33322
9869,21,10750,840543,35550,14645,470,1033,3569253,892241,82.99916279069767,33323
9870,21,22520,1664465,81219,24889,561,2460,7048709,1773594,78.75639431616341,33324
9871,21,13870,1109667,44543,20344,436,944,4695073,1175934,84.78255227108868,33325
9872,21,14900,1202058,47148,25705,551,799,5171967,1276261,85.65510067114094,33326
9873,21,8310,1121596,20353,28895,310,2246,5201171,1173400,141.20336943441637,33327
9874,21,12840,1205151,62681,23778,401,1510,5291513,1293521,100.74151090342679,33328
9875,21,6550,1012583,34366,22842,186,2176,4731503,1072153,163.68748091603052,33330
9876,21,9980,1184918,51331,28775,430,1894,5386815,1267348,126.98877755511022,33331
9877,21,4170,663909,19390,16067,159,1930,3156023,701455,168.2146282973621,33332
9878,21,15450,779628,40942,11389,370,563,3118328,832892,53.908867313915856,33334
9879,21,17930,770145,30500,8446,706,88,2945601,809885,45.169269380925826,33351
9880,21,13580,1833713,53704,28022,270,11178,8986036,1926887,141.89153166421207,33401
9881,21,6850,256641,14332,2209,180,170,949000,273532,39.93167883211679,33403
9882,21,13950,1073386,59757,21600,308,6937,4977832,1161988,83.29663082437276,33404
9883,21,9510,628830,21285,11217,159,2349,2758382,663840,69.8044164037855,33405
9884,21,13020,545440,30154,5390,305,123,2100164,581412,44.65529953917051,33406
9885,21,14730,583984,30427,5313,273,907,2296153,620904,42.15234215885947,33407
9886,21,9580,1818333,91831,50387,278,15252,9115579,1976081,206.271503131524,33408
9887,21,15190,616054,26999,6187,380,663,2367289,650283,42.809940750493745,33409
9888,21,17720,2287601,94601,48938,448,13112,10959851,2444700,137.9627539503386,33410
9889,21,34280,2134784,166512,40887,1232,1624,8776638,2345039,68.40837222870478,33411
9890,21,7270,800815,54416,24267,366,2494,3660396,882358,121.3697386519945,33412
9891,21,8020,368358,20591,4825,222,122,1421552,394118,49.141895261845384,33413
9892,21,25870,2394368,122595,53107,923,7573,10678554,2578566,99.67398531117124,33414
9893,21,22710,690705,34032,3982,399,22,2444483,729140,32.10656098634963,33415
9894,21,14890,515701,56185,3699,236,174,1834543,575995,38.68334452652787,33417
9895,21,19710,3298836,163288,88222,614,18536,15964900,3569496,181.10076103500762,33418
9896,21,12280,581247,48391,7003,332,87,2197279,637060,51.87785016286645,33426
9897,21,18330,1234644,57999,19109,463,1868,5198172,1314083,71.69028914348063,33428
9898,21,8730,274925,17634,1129,106,75,983960,293869,33.661970217640324,33430
9899,21,8280,1490014,46605,24602,173,9734,7208034,1571128,189.74975845410628,33431
9900,21,10370,2465067,59448,60496,332,23112,12579288,2608455,251.53857280617166,33432
9901,21,21310,1774973,110350,32477,442,4714,7758865,1922956,90.23725950258095,33433
9902,21,9500,1033061,74228,23545,187,5752,4744859,1136773,119.66031578947369,33434
9903,21,18020,1162024,60107,19625,431,5609,5158157,1247796,69.24506104328523,33435
9904,21,21260,1371588,113408,25358,574,3857,5732903,1514785,71.25047036688618,33436
9905,21,19170,1394297,261354,34375,557,2493,5673058,1693076,88.3190401669275,33437
9906,21,410,15758,626,30,0,0,50570,16414,40.03414634146341,33438
9907,21,8240,361071,15822,1628,141,356,1279071,379018,45.99733009708738,33440
9908,21,13370,687005,44687,12280,261,736,2831039,744969,55.719446522064324,33441
9909,21,13860,732718,70533,10710,396,658,2874996,815015,58.80339105339105,33442
9910,21,11550,646453,21819,10253,289,1018,2776431,679832,58.85991341991342,33444
9911,21,16570,1034377,81558,17207,615,2475,4355819,1136232,68.57163548581774,33445
9912,21,12710,1805322,155555,46713,319,9574,8517520,2017483,158.73194335169157,33446
9913,21,4290,537746,30142,14829,190,1791,2502797,584698,136.2932400932401,33449
9914,21,9590,1581746,96890,38515,269,20168,8038185,1737588,181.18748696558916,33455
9915,21,24990,2614557,109465,57912,800,5683,11908483,2788417,111.58131252501,33458
9916,21,15490,532636,23604,5837,196,311,1995013,562584,36.31917366042608,33460
9917,21,19890,618344,28932,3361,266,125,2161044,651028,32.73142282554047,33461
9918,21,15500,1220286,53330,17803,375,5114,5191188,1296908,83.67148387096775,33462
9919,21,28650,1198916,57057,15728,767,315,4627928,1272783,44.42523560209424,33463
9920,21,24630,1786258,196569,37823,730,1806,7404655,2023186,82.14315874949249,33467
9921,21,7600,1161650,64899,35611,269,7817,5667927,1270246,167.13763157894738,33469
9922,21,12970,803848,48989,17870,536,485,3294150,871728,67.21110254433307,33470
9923,21,1910,76335,10640,450,19,0,255542,87444,45.78219895287958,33471
9924,21,8840,701656,92585,15566,211,862,2932540,810880,91.72850678733032,33472
9925,21,4070,661074,57300,20731,238,1415,3077581,740758,182.00442260442261,33473
9926,21,2690,77657,4942,258,33,0,269772,82890,30.814126394052046,33476
9927,21,6460,1911815,101143,51815,315,23147,9736513,2088235,323.25619195046437,33477
9928,21,6430,657046,40878,16749,189,723,2927078,715585,111.28849144634526,33478
9929,21,5200,5537180,77933,123615,276,103895,29865017,5842899,1123.634423076923,33480
9930,21,6840,2034585,55929,48531,252,16986,10685821,2156283,315.24605263157895,33483
9931,21,12130,805404,104724,14574,236,3276,3375530,928214,76.52217642209398,33484
9932,21,10260,1017455,42640,20355,258,2859,4528194,1083567,105.61081871345029,33486
9933,21,9290,1408651,62808,36309,344,7280,6823062,1515392,163.12077502691065,33487
9934,21,1330,38061,3290,154,19,0,132838,41524,31.221052631578946,33493
9935,21,10390,2503462,75499,53990,344,20883,12656845,2654178,255.4550529355149,33496
9936,21,6600,675065,35363,15719,228,713,3032332,727088,110.16484848484849,33498
9937,21,190,9901,0,0,0,0,30154,9901,52.11052631578947,33503
9938,21,13590,647560,51708,4725,264,196,2343012,704453,51.83612950699043,33510
9939,21,26240,1395140,106179,11833,596,470,5226027,1514218,57.70647865853658,33511
9940,21,4290,191452,26910,1023,64,118,660119,219567,51.181118881118884,33513
9941,21,730,29495,2719,85,0,0,95792,32299,44.24520547945205,33514
9942,21,350,11213,996,23,0,0,35118,12232,34.94857142857143,33521
9943,21,6790,299012,28321,2508,64,121,1077817,330026,48.60471281296024,33523
9944,21,7460,416839,51049,4679,88,339,1565756,472994,63.40402144772118,33525
9945,21,6680,356063,26824,4038,95,111,1343472,387131,57.95374251497006,33527
9946,21,6390,263348,11018,2566,163,0,957083,277095,43.363849765258216,33534
9947,21,1780,71256,10414,250,9,0,237807,81929,46.02752808988764,33538
9948,21,3380,138269,17888,672,33,0,472570,156862,46.40887573964497,33540
9949,21,7970,341049,59439,2421,78,84,1149387,403071,50.57352572145546,33541
9950,21,8230,291206,45314,1286,48,0,942648,337854,41.051518833535845,33542
9951,21,12490,918632,63035,15250,410,533,3772433,997860,79.89271417133708,33543
9952,21,11670,852040,53059,14248,341,286,3469383,919974,78.83239074550129,33544
9953,21,8030,460828,29345,6767,246,63,1771775,497249,61.9239103362391,33545
9954,21,10890,1084826,67786,25273,467,620,4714426,1178972,108.26189164370983,33547
9955,21,3410,376521,23178,6250,100,852,1666475,406901,119.3258064516129,33548
9956,21,8080,551235,46602,7242,147,209,2206946,605435,74.93007425742574,33549
9957,21,11060,1525301,65462,26039,325,3877,6936247,1621004,146.5645569620253,33556
9958,21,10740,1017347,57652,19765,268,973,4406056,1096005,102.04888268156425,33558
9959,21,7060,397636,22502,4306,116,140,1534159,424700,60.155807365439095,33559
9960,21,12090,453664,30000,1972,97,57,1550324,485790,40.18114143920595,33563
9961,21,7290,389093,36537,3645,100,90,1454467,429465,58.91152263374486,33565
9962,21,9790,527899,36947,4443,117,248,1983620,569654,58.187334014300305,33566
9963,21,4540,222538,15588,1892,70,34,826778,240122,52.89030837004405,33567
9964,21,11690,702547,57873,9435,329,98,2716804,770282,65.8923866552609,33569
9965,21,11760,533445,46571,6810,371,62,1937999,587259,49.936989795918365,33570
9966,21,9500,886001,82805,20345,445,753,3800210,990349,104.24726315789474,33572
9967,21,12740,765702,223525,11307,314,502,2769109,1001350,78.5989010989011,33573
9968,21,2630,166025,34427,1706,38,93,598314,202289,76.91596958174905,33576
9969,21,22620,1192604,70371,13508,636,240,4527811,1277359,56.470335985853225,33578
9970,21,13710,817120,60661,14442,506,36,3189431,892765,65.11779722830052,33579
9971,21,11720,576081,44832,5156,247,234,2130671,626550,53.4598976109215,33584
9972,21,560,26013,3395,187,0,0,92626,29595,52.848214285714285,33585
9973,21,4440,272606,18757,3339,56,388,1126106,295146,66.47432432432433,33592
9974,21,15380,889301,79611,9466,385,110,3371789,978873,63.64583875162549,33594
9975,21,13110,1047547,102179,15037,376,579,4238799,1165718,88.91823035850496,33596
9976,21,3050,128656,13608,442,35,0,431734,142741,46.800327868852456,33597
9977,21,8680,438223,52901,7811,217,299,1655487,499451,57.54043778801843,33598
9978,21,7700,1011071,24949,12742,177,3432,4613342,1052371,136.67155844155843,33602
9979,21,9450,416474,21782,2680,132,78,1539494,441146,46.6821164021164,33603
9980,21,17190,592812,28491,3066,274,55,2115176,624698,36.34077952297847,33604
9981,21,7500,234184,10012,693,39,58,851288,244986,32.6648,33605
9982,21,8510,1340323,32875,23346,187,3629,6452113,1400360,164.55464159811987,33606
9983,21,12310,617326,25629,3187,225,707,2395245,647074,52.56490658001625,33607
9984,21,8720,1120628,30246,19455,241,2549,5297360,1173119,134.53199541284403,33609
9985,21,18550,566413,34435,1454,225,74,1915453,602601,32.48522911051213,33610
9986,21,15440,1315402,71849,19663,240,2352,5698102,1409506,91.28924870466321,33611
9987,21,19710,643237,42860,3295,144,182,2278604,689718,34.99330289193303,33612
9988,21,14270,852866,37845,8811,160,1991,3584017,901673,63.18661527680449,33613
9989,21,24460,770512,37652,4067,718,175,2695329,813124,33.24300899427637,33614
9990,21,23520,1002437,53774,10262,828,322,3803008,1067623,45.3921343537415,33615
9991,21,7440,435508,26946,5317,113,267,1719099,468151,62.92352150537634,33616
9992,21,19810,842166,61785,6028,293,620,3118457,910892,45.98142352347299,33617
9993,21,13160,1068690,73688,14208,235,1383,4521299,1158204,88.00942249240121,33618
9994,21,16520,561697,29473,2501,266,27,1964967,593964,35.954237288135594,33619
9995,21,830,44253,1496,291,6,0,150010,46046,55.47710843373494,33621
9996,21,19720,1084787,73567,11103,441,344,4145147,1170242,59.34290060851927,33624
9997,21,12910,689644,38816,7365,334,148,2629911,736307,57.033849728892335,33625
9998,21,13390,1601456,61783,29300,530,1847,6997131,1694916,126.58073188946976,33626
9999,21,11450,2200587,64870,41093,271,9887,10587194,2316708,202.33257641921398,33629
10000,21,11340,493867,23259,3989,296,131,1860343,521542,45.99135802469136,33634
10001,21,8740,465911,23084,4300,241,58,1765428,493594,56.47528604118993,33635
10002,21,8050,332573,19320,1422,80,37,1175939,353432,43.90459627329192,33637
10003,21,28720,2589911,128816,46705,1133,2260,11144646,2768825,96.40755571030641,33647
10004,21,8920,975016,48543,16629,183,4020,4479027,1044391,117.08419282511211,33701
10005,21,14990,897284,59714,9012,208,1165,3506734,967383,64.53522348232154,33702
10006,21,11720,1104717,56906,15540,216,1620,4680139,1178999,100.5971843003413,33703
10007,21,8130,1110685,35318,20988,156,4035,5233694,1171182,144.05682656826568,33704
10008,21,12610,589452,47685,6033,226,353,2277408,643749,51.05067406819984,33705
10009,21,8070,999442,84911,22722,220,3931,4561757,1111226,137.6983890954151,33706
10010,21,12180,844297,89324,15177,241,1743,3491323,950782,78.06091954022989,33707
10011,21,8050,760321,80119,14683,217,1681,3319946,857021,106.46223602484471,33708
10012,21,11970,460959,45312,2624,153,65,1586058,509113,42.53241436925647,33709
10013,21,16850,898122,65630,7480,191,343,3347985,971766,57.671572700296736,33710
10014,21,8410,408470,40324,6023,170,596,1626860,455583,54.17158145065398,33711
10015,21,12090,454107,42561,3616,198,123,1650603,500605,41.40653432588916,33712
10016,21,15360,647275,37285,4001,221,94,2310694,688876,44.848697916666666,33713
10017,21,8510,273924,15560,967,63,0,910160,290514,34.137955346651,33714
10018,21,3960,835321,57721,17841,193,2374,3884395,913450,230.66919191919192,33715
10019,21,9120,473637,15130,2513,120,83,1762421,491483,53.8906798245614,33716
10020,21,100,4448,289,0,0,0,13172,4737,47.37,33744
10021,21,12250,507768,30768,4054,106,153,1874741,542849,44.31420408163265,33755
10022,21,14310,944192,59735,13113,161,2115,3958260,1019316,71.23102725366876,33756
10023,21,9120,529845,43304,5754,125,285,2069018,579313,63.52116228070175,33759
10024,21,7930,362564,20203,1935,72,208,1329580,384982,48.54754098360656,33760
10025,21,8790,589404,56153,7756,136,601,2335460,654050,74.40841865756542,33761
10026,21,3230,311083,16726,3488,49,400,1307345,331746,102.7077399380805,33762
10027,21,9210,446810,62393,3123,75,174,1541349,512575,55.654180238870794,33763
10028,21,12580,742949,61303,7159,180,508,2859875,812099,64.55476947535772,33764
10029,21,6690,329257,20291,2712,83,248,1232867,352591,52.70418535127055,33765
10030,21,4190,766367,58256,21348,172,3357,3715797,849500,202.74463007159903,33767
10031,21,11790,655907,56423,7181,149,1268,2535526,720928,61.14741306191688,33770
10032,21,13780,521568,68373,2531,117,30,1739348,592619,43.005732946298984,33771
10033,21,11650,688477,75115,7605,167,651,2640737,772015,66.26738197424892,33772
10034,21,8220,421297,32160,3470,94,45,1531004,457066,55.60413625304136,33773
10035,21,8510,487076,56800,6565,117,448,1877617,551006,64.74806110458285,33774
10036,21,6100,459631,48707,7286,132,243,1855074,515999,84.59,33776
10037,21,8390,599930,44877,7397,103,417,2361932,652724,77.79785458879618,33777
10038,21,6920,338867,32915,3043,271,213,1237184,375309,54.23540462427746,33778
10039,21,12290,470264,28803,2224,108,42,1605012,501441,40.80073230268511,33781
10040,21,10260,512632,51019,4932,98,394,1872253,569075,55.46539961013645,33782
10041,21,2900,360707,25109,7776,73,662,1625995,394327,135.97482758620689,33785
10042,21,780,197142,8394,4249,27,1069,1053728,210881,270.3602564102564,33786
10043,21,12900,421857,35043,1468,100,41,1431104,458509,35.54333333333334,33801
10044,21,12590,868273,57190,8007,122,1650,3584525,935242,74.28451151707705,33803
10045,21,10250,342048,29326,1939,118,16,1194349,373447,36.433853658536584,33805
10046,21,13340,640270,64679,4480,203,139,2307728,709771,53.20622188905547,33809
10047,21,21490,1019788,105702,7226,495,506,3667382,1133717,52.75556072591903,33810
10048,21,10410,602273,45968,4205,170,138,2240334,652754,62.7045148895293,33811
10049,21,5810,368180,22229,3380,131,107,1432874,394027,67.81876075731498,33812
10050,21,15880,1257283,85903,14085,268,1450,5166339,1358989,85.5786523929471,33813
10051,21,5140,159739,11959,573,15,569,556812,172855,33.62937743190661,33815
10052,21,13780,648016,59739,4333,263,215,2356591,712566,51.71015965166909,33823
10053,21,8960,335731,55252,1938,138,129,1137520,393188,43.88258928571429,33825
10054,21,1170,67984,5999,534,7,0,254269,74524,63.6957264957265,33827
10055,21,11420,509720,43325,2689,119,162,1836102,556015,48.68782837127846,33830
10056,21,1980,72191,5077,261,6,0,239015,77535,39.15909090909091,33834
10057,21,12520,603067,66743,6272,417,351,2228364,676850,54.06150159744409,33837
10058,21,1960,70860,5706,337,20,0,239047,76923,39.246428571428574,33838
10059,21,1870,78394,5434,558,7,0,276419,84393,45.129946524064174,33839
10060,21,3190,134042,12342,570,14,0,465907,146968,46.071473354231976,33841
10061,21,3590,145623,20362,656,29,0,483468,166670,46.42618384401114,33843
10062,21,15280,586764,60869,3929,370,563,2050097,652495,42.702552356020945,33844
